connection_spec_client_geolocation_latitude,connection_spec_client_geolocation_continent_code,connection_spec_client_geolocation_city,connection_spec_client_geolocation_metro_code,connection_spec_client_ip,web100_log_entry_connection_spec_remote_ip,connection_spec_client_geolocation_longitude,connection_spec_client_geolocation_region,connection_spec_client_geolocation_country_code
,,,,,69.172.89.47,,,
,,,,,47.63.28.126,,,
,,,,,105.225.189.176,,,
38.0,NA,,0,38.121.244.150,38.121.244.150,-97.0,,US
,,,,,74.15.154.52,,,
,,,,,70.31.198.84,,,
,,,,,132.204.251.254,,,
,,,,,24.204.155.107,,,
,,,,,70.31.58.94,,,
,,,,,24.49.252.225,,,
,,,,,50.100.252.11,,,
,,,,,216.226.62.167,,,
,,,,,67.71.167.86,,,
,,,,,70.31.58.94,,,
46.79330062866211,NA,Saint-romuald,0,64.229.90.94,64.229.90.94,-71.1884994506836,QC,CA
,,,,,184.145.48.144,,,
,,,,,173.212.64.161,,,
,,,,,50.100.252.11,,,
43.66669845581055,NA,Toronto,0,184.75.209.122,184.75.209.122,-79.41670227050781,ON,CA
,,,,,24.222.43.218,,,
43.448699951171875,NA,Kitchener,0,135.0.27.170,135.0.27.170,-80.48490142822266,ON,CA
,,,,,24.204.155.107,,,
,,,,,70.83.169.9,,,
,,,,,71.169.154.12,,,
43.66669845581055,NA,Toronto,0,173.243.37.194,173.243.37.194,-79.41670227050781,ON,CA
,,,,,173.212.64.161,,,
,,,,,50.100.252.11,,,
,,,,,69.157.240.28,,,
,,,,,74.79.174.137,,,
,,,,,173.0.194.137,,,
,,,,,173.212.64.161,,,
,,,,,66.206.225.76,,,
,,,,,174.117.116.191,,,
,,,,,70.83.253.15,,,
,,,,,99.228.245.57,,,
,,,,,74.69.40.152,,,
,,,,,50.100.252.11,,,
,,,,,207.253.84.190,,,
45.41270065307617,NA,Ottawa,0,134.117.249.142,134.117.249.142,-75.67420196533203,ON,CA
,,,,,70.29.164.41,,,
,,,,,64.9.225.99,,,
,,,,,65.38.83.244,,,
43.38309860229492,NA,Cambridge,0,64.228.149.64,64.228.149.64,-80.31909942626953,ON,CA
,,,,,99.233.137.12,,,
,,,,,99.233.187.131,,,
,,,,,76.64.171.120,,,
,,,,,50.100.252.11,,,
,,,,,70.36.13.62,,,
,,,,,74.79.174.137,,,
,,,,,70.54.82.3,,,
,,,,,173.237.116.79,,,
,,,,,76.10.168.137,,,
,,,,,99.229.86.222,,,
38.0,NA,,0,38.121.244.150,38.121.244.150,-97.0,,US
,,,,,173.237.116.79,,,
,,,,,74.210.173.91,,,
,,,,,47.55.190.75,,,
,,,,,70.80.230.109,,,
,,,,,67.241.59.186,,,
,,,,,192.226.219.14,,,
,,,,,67.241.59.186,,,
,,,,,209.197.175.214,,,
,,,,,137.63.71.110,,,
,,,,,99.251.255.135,,,
,,,,,99.228.162.152,,,
,,,,,137.63.71.110,,,
,,,,,47.63.112.95,,,
,,,,,71.235.156.8,,,
43.347900390625,NA,Burlington,0,199.119.128.226,199.119.128.226,-79.7593002319336,ON,CA
,,,,,24.122.251.245,,,
,,,,,207.96.205.14,,,
38.0,NA,,0,38.121.244.150,38.121.244.150,-97.0,,US
45.614200592041016,NA,Laval,0,65.94.38.30,65.94.38.30,-73.66899871826172,QC,CA
,,,,,207.96.157.56,,,
,,,,,74.210.173.91,,,
43.347900390625,NA,Burlington,0,199.119.128.226,199.119.128.226,-79.7593002319336,ON,CA
,,,,,98.217.27.142,,,
,,,,,24.122.251.245,,,
,,,,,142.217.40.155,,,
,,,,,99.241.162.5,,,
,,,,,70.27.113.248,,,
,,,,,207.96.157.56,,,
43.347900390625,NA,Burlington,0,199.119.128.226,199.119.128.226,-79.7593002319336,ON,CA
,,,,,24.109.148.93,,,
,,,,,184.160.76.139,,,
,,,,,99.235.106.32,,,
,,,,,70.83.216.149,,,
,,,,,76.64.171.120,,,
,,,,,24.122.251.245,,,
45.690799713134766,NA,Terrebonne,0,70.52.95.38,70.52.95.38,-73.63079833984375,QC,CA
,,,,,166.62.177.15,,,
,,,,,24.122.251.245,,,
,,,,,209.197.173.93,,,
,,,,,142.68.225.178,,,
,,,,,173.177.129.182,,,
,,,,,191.183.167.5,,,
,,,,,66.130.165.45,,,
,,,,,173.177.129.182,,,
,,,,,76.180.228.204,,,
,,,,,142.68.225.178,,,
,,,,,173.177.129.182,,,
,,,,,99.239.193.215,,,
,,,,,174.93.138.19,,,
,,,,,173.177.129.182,,,
,,,,,47.55.116.178,,,
,,,,,184.75.210.60,,,
,,,,,70.53.85.68,,,
,,,,,66.130.159.33,,,
,,,,,192.154.144.87,,,
,,,,,66.181.118.146,,,
,,,,,24.61.232.9,,,
,,,,,64.231.172.73,,,
,,,,,76.69.32.55,,,
,,,,,99.252.133.121,,,
,,,,,142.162.173.243,,,
,,,,,142.68.225.178,,,
,,,,,99.230.184.110,,,
,,,,,207.134.129.212,,,
,,,,,173.252.7.202,,,
,,,,,76.10.162.199,,,
,,,,,74.210.173.91,,,
,,,,,198.96.34.46,,,
,,,,,47.54.166.192,,,
,,,,,69.54.5.177,,,
,,,,,24.37.2.74,,,
,,,,,162.194.217.46,,,
,,,,,24.137.90.21,,,
,,,,,156.34.59.75,,,
,,,,,47.54.166.192,,,
,,,,,76.75.80.67,,,
,,,,,70.83.237.108,,,
,,,,,173.176.195.77,,,
,,,,,70.24.218.230,,,
,,,,,99.241.206.81,,,
,,,,,99.228.162.152,,,
,,,,,173.179.37.40,,,
,,,,,76.64.171.120,,,
,,,,,192.99.9.59,,,
,,,,,108.183.63.245,,,
,,,,,70.26.226.148,,,
,,,,,142.166.153.19,,,
,,,,,142.167.49.26,,,
,,,,,70.55.190.230,,,
,,,,,69.196.154.158,,,
,,,,,142.166.174.91,,,
,,,,,131.202.240.239,,,
,,,,,72.71.238.30,,,
,,,,,24.226.176.239,,,
,,,,,173.206.64.23,,,
,,,,,216.118.136.72,,,
,,,,,99.246.250.113,,,
,,,,,131.202.240.239,,,
60.0,EU,,0,5.141.237.146,5.141.237.146,100.0,,RU
44.502899169921875,NA,Collingwood,0,64.231.203.213,64.231.203.213,-80.21759796142578,ON,CA
,,,,,131.202.240.239,,,
,,,,,142.177.139.16,,,
,,,,,131.202.240.239,,,
,,,,,184.75.214.50,,,
,,,,,74.75.153.218,,,
,,,,,99.247.12.55,,,
,,,,,184.162.123.52,,,
,,,,,198.144.154.110,,,
,,,,,173.246.15.137,,,
,,,,,70.83.253.15,,,
,,,,,70.26.226.148,,,
,,,,,70.26.226.148,,,
,,,,,72.64.13.63,,,
,,,,,216.234.33.82,,,
,,,,,67.71.167.86,,,
,,,,,184.161.175.24,,,
43.654300689697266,NA,Toronto,0,141.117.116.182,141.117.116.182,-79.37960052490234,ON,CA
,,,,,67.193.194.89,,,
,,,,,142.162.228.47,,,
,,,,,99.235.113.146,,,
,,,,,76.65.60.32,,,
,,,,,74.210.173.91,,,
,,,,,70.83.248.98,,,
,,,,,72.227.99.21,,,
,,,,,162.202.193.65,,,
,,,,,173.246.15.137,,,
,,,,,47.55.234.103,,,
,,,,,184.163.110.212,,,
,,,,,74.210.173.91,,,
,,,,,179.179.229.2,,,
,,,,,67.71.133.8,,,
,,,,,24.246.9.187,,,
,,,,,142.162.173.243,,,
,,,,,142.177.218.241,,,
,,,,,96.20.113.252,,,
,,,,,24.201.57.16,,,
,,,,,99.246.129.183,,,
,,,,,174.116.97.0,,,
,,,,,50.100.85.123,,,
,,,,,71.7.193.63,,,
,,,,,70.83.216.149,,,
,,,,,72.38.49.103,,,
,,,,,99.252.166.75,,,
,,,,,74.79.174.137,,,
,,,,,24.114.48.62,,,
,,,,,71.7.133.234,,,
,,,,,76.64.171.120,,,
,,,,,70.29.17.33,,,
,,,,,191.187.164.212,,,
43.644100189208984,NA,Toronto,0,184.75.210.251,184.75.210.251,-79.38009643554688,ON,CA
,,,,,24.202.58.207,,,
,,,,,24.114.48.62,,,
,,,,,184.161.97.11,,,
,,,,,24.222.229.193,,,
38.0,NA,,0,80.255.42.206,80.255.42.206,-97.0,,US
,,,,,208.125.50.243,,,
,,,,,99.238.193.14,,,
,,,,,99.246.129.183,,,
,,,,,129.97.131.0,,,
,,,,,99.233.205.112,,,
,,,,,142.167.88.135,,,
,,,,,24.36.67.124,,,
,,,,,47.54.13.47,,,
,,,,,47.55.81.161,,,
,,,,,99.226.20.111,,,
,,,,,66.203.195.32,,,
,,,,,66.130.232.153,,,
,,,,,99.192.27.227,,,
,,,,,24.231.85.15,,,
,,,,,47.63.112.170,,,
,,,,,99.226.20.111,,,
,,,,,63.135.18.2,,,
,,,,,142.68.191.212,,,
,,,,,216.154.107.250,,,
,,,,,99.227.106.114,,,
,,,,,66.130.250.49,,,
,,,,,47.55.81.161,,,
,,,,,76.71.22.213,,,
43.644100189208984,NA,Toronto,0,184.75.220.162,184.75.220.162,-79.38009643554688,ON,CA
,,,,,76.68.172.78,,,
,,,,,47.54.175.251,,,
,,,,,69.70.186.242,,,
43.74959945678711,NA,Toronto,0,130.63.176.73,130.63.176.73,-79.48860168457031,ON,CA
-10.0,SA,,0,191.243.94.70,191.243.94.70,-55.0,,BR
,,,,,174.91.17.52,,,
,,,,,47.55.185.141,,,
,,,,,135.19.137.156,,,
,,,,,199.202.104.234,,,
,,,,,76.68.172.78,,,
,,,,,156.34.78.2,,,
43.68669891357422,NA,York,0,24.114.56.51,24.114.56.51,-79.48670196533203,ON,CA
,,,,,72.230.131.254,,,
,,,,,156.34.78.2,,,
,,,,,99.225.36.134,,,
,,,,,216.113.86.171,,,
,,,,,76.68.172.78,,,
,,,,,74.58.115.226,,,
,,,,,105.237.231.112,,,
,,,,,199.167.111.186,,,
,,,,,216.121.155.119,,,
,,,,,47.55.185.141,,,
60.0,NA,,0,69.158.151.28,69.158.151.28,-95.0,,CA
,,,,,99.235.190.2,,,
,,,,,190.105.208.6,,,
48.33330154418945,NA,La Baie,0,24.231.0.116,24.231.0.116,-70.86669921875,QC,CA
,,,,,47.55.185.141,,,
,,,,,184.161.104.224,,,
,,,,,173.0.194.137,,,
,,,,,50.101.182.190,,,
,,,,,99.241.206.81,,,
,,,,,24.122.34.7,,,
,,,,,69.51.208.10,,,
,,,,,24.157.203.120,,,
,,,,,75.152.36.110,,,
,,,,,67.242.43.184,,,
,,,,,96.20.98.110,,,
,,,,,64.250.87.204,,,
45.43009948730469,NA,Sherbrooke,0,67.68.123.155,67.68.123.155,-71.89009857177734,QC,CA
,,,,,23.91.224.113,,,
,,,,,70.26.47.68,,,
,,,,,99.229.158.243,,,
,,,,,65.95.72.50,,,
,,,,,65.95.72.50,,,
,,,,,65.95.72.50,,,
,,,,,65.95.72.50,,,
,,,,,65.95.72.50,,,
,,,,,74.210.173.91,,,
,,,,,204.101.120.194,,,
38.0,NA,,0,38.121.244.150,38.121.244.150,-97.0,,US
,,,,,47.55.185.141,,,
,,,,,205.237.46.188,,,
,,,,,65.95.72.50,,,
43.644100189208984,NA,Toronto,0,63.142.161.5,63.142.161.5,-79.38009643554688,ON,CA
,,,,,76.64.171.120,,,
,,,,,184.161.58.5,,,
,,,,,184.161.58.5,,,
,,,,,199.167.111.186,,,
,,,,,70.83.245.17,,,
,,,,,24.34.47.49,,,
,,,,,50.48.145.230,,,
,,,,,69.171.131.242,,,
,,,,,24.235.184.237,,,
,,,,,70.83.237.108,,,
,,,,,74.210.173.91,,,
,,,,,199.19.95.160,,,
,,,,,173.176.235.137,,,
,,,,,67.193.25.137,,,
,,,,,69.171.131.242,,,
,,,,,173.246.24.245,,,
,,,,,198.251.53.165,,,
,,,,,99.247.41.164,,,
,,,,,74.210.173.91,,,
,,,,,69.171.131.242,,,
60.0,NA,,0,70.48.135.67,70.48.135.67,-95.0,,CA
,,,,,76.64.171.120,,,
,,,,,74.210.173.91,,,
,,,,,47.55.210.117,,,
,,,,,66.130.135.124,,,
,,,,,24.157.211.124,,,
,,,,,142.68.229.27,,,
,,,,,173.176.235.137,,,
,,,,,107.147.14.173,,,
,,,,,69.196.173.162,,,
,,,,,103.14.235.14,,,
46.839599609375,NA,Qu�bec,0,65.92.225.114,65.92.225.114,-71.25060272216797,QC,CA
,,,,,205.211.52.161,,,
,,,,,134.117.240.47,,,
43.644100189208984,NA,Toronto,0,184.75.210.138,184.75.210.138,-79.38009643554688,ON,CA
,,,,,135.19.116.62,,,
,,,,,99.233.87.202,,,
,,,,,74.210.173.91,,,
,,,,,67.255.240.162,,,
,,,,,74.67.179.119,,,
,,,,,76.10.134.91,,,
,,,,,67.255.240.162,,,
44.745399475097656,NA,Plattsburgh,523,216.27.114.251,216.27.114.251,-73.46279907226562,NY,US
,,,,,174.114.128.243,,,
46.78900146484375,NA,Qu�bec,0,132.203.170.22,132.203.170.22,-71.2936019897461,QC,CA
,,,,,65.94.252.48,,,
,,,,,47.54.166.192,,,
,,,,,24.114.82.123,,,
,,,,,173.176.144.110,,,
,,,,,99.228.193.152,,,
,,,,,66.78.119.84,,,
,,,,,99.225.50.117,,,
,,,,,99.233.137.12,,,
,,,,,24.225.150.91,,,
,,,,,99.233.137.12,,,
,,,,,66.181.118.146,,,
,,,,,70.83.253.15,,,
,,,,,70.52.54.80,,,
,,,,,76.75.88.219,,,
,,,,,162.156.210.133,,,
,,,,,67.204.227.131,,,
,,,,,67.249.243.103,,,
,,,,,66.181.118.146,,,
,,,,,142.134.88.200,,,
,,,,,24.202.208.3,,,
,,,,,99.226.104.241,,,
,,,,,76.64.89.177,,,
,,,,,70.83.253.15,,,
,,,,,24.224.220.208,,,
,,,,,99.226.126.250,,,
,,,,,216.154.88.111,,,
,,,,,67.204.227.131,,,
,,,,,70.26.85.74,,,
,,,,,70.55.127.235,,,
,,,,,76.75.88.219,,,
,,,,,99.233.137.12,,,
,,,,,66.130.141.35,,,
,,,,,173.212.64.161,,,
,,,,,70.36.13.62,,,
,,,,,97.107.210.66,,,
,,,,,91.243.23.34,,,
,,,,,67.193.212.56,,,
,,,,,99.245.147.76,,,
,,,,,66.206.232.140,,,
,,,,,98.217.27.142,,,
,,,,,128.151.150.1,,,
,,,,,174.113.42.233,,,
,,,,,173.177.131.225,,,
43.448699951171875,NA,Kitchener,0,135.0.27.170,135.0.27.170,-80.48490142822266,ON,CA
,,,,,70.27.101.205,,,
,,,,,69.196.186.112,,,
,,,,,69.165.164.250,,,
,,,,,24.122.251.245,,,
,,,,,99.245.147.76,,,
,,,,,67.71.167.86,,,
,,,,,70.83.253.15,,,
,,,,,50.48.145.230,,,
,,,,,24.235.185.130,,,
,,,,,99.246.129.183,,,
,,,,,72.39.51.76,,,
,,,,,74.12.161.71,,,
,,,,,50.48.145.230,,,
,,,,,69.131.87.241,,,
,,,,,50.48.145.230,,,
,,,,,24.138.28.186,,,
,,,,,47.55.81.161,,,
,,,,,70.83.253.15,,,
,,,,,70.49.168.160,,,
,,,,,66.130.141.35,,,
,,,,,47.55.125.190,,,
,,,,,147.194.29.20,,,
,,,,,70.36.13.62,,,
,,,,,67.70.56.174,,,
,,,,,174.119.132.41,,,
,,,,,24.233.96.93,,,
,,,,,173.178.1.87,,,
,,,,,96.127.232.175,,,
,,,,,68.172.45.162,,,
,,,,,184.75.221.98,,,
,,,,,70.31.60.121,,,
,,,,,24.200.22.187,,,
,,,,,173.176.5.141,,,
,,,,,24.200.22.187,,,
,,,,,216.252.74.133,,,
,,,,,24.203.202.230,,,
,,,,,24.200.22.187,,,
,,,,,173.176.253.3,,,
,,,,,70.48.226.190,,,
,,,,,173.252.51.68,,,
,,,,,24.61.162.189,,,
,,,,,71.7.224.188,,,
,,,,,184.144.89.242,,,
,,,,,74.78.48.44,,,
,,,,,99.224.110.122,,,
,,,,,205.236.230.247,,,
,,,,,174.119.132.41,,,
,,,,,98.216.152.201,,,
43.599998474121094,NA,Mississauga,0,67.70.138.27,67.70.138.27,-79.6500015258789,ON,CA
,,,,,24.212.160.12,,,
,,,,,99.246.129.183,,,
,,,,,74.12.166.211,,,
,,,,,24.212.160.12,,,
43.66669845581055,NA,Toronto,0,24.114.52.156,24.114.52.156,-79.41670227050781,ON,CA
45.55289840698242,NA,Montr�al,0,70.51.190.59,70.51.190.59,-73.67539978027344,QC,CA
,,,,,24.212.160.12,,,
,,,,,99.251.227.190,,,
,,,,,24.212.160.12,,,
,,,,,74.12.166.211,,,
43.90140151977539,NA,Bowmanville,0,142.47.212.2,142.47.212.2,-78.67549896240234,ON,CA
,,,,,74.58.228.108,,,
,,,,,24.200.22.187,,,
,,,,,99.236.30.249,,,
,,,,,50.101.115.148,,,
,,,,,74.75.171.14,,,
,,,,,74.56.148.25,,,
,,,,,206.188.78.211,,,
,,,,,24.200.22.187,,,
,,,,,50.101.9.112,,,
,,,,,184.144.203.175,,,
,,,,,96.22.79.50,,,
,,,,,50.101.239.189,,,
,,,,,173.206.38.225,,,
,,,,,66.130.192.204,,,
,,,,,70.83.216.149,,,
,,,,,72.38.211.28,,,
,,,,,99.233.247.201,,,
,,,,,209.171.184.182,,,
,,,,,156.34.53.147,,,
,,,,,24.233.96.93,,,
,,,,,76.65.180.247,,,
,,,,,72.39.66.59,,,
46.88859939575195,NA,Qu�bec,0,65.94.17.129,65.94.17.129,-71.22119903564453,QC,CA
,,,,,74.79.255.232,,,
,,,,,99.252.99.50,,,
,,,,,72.39.27.104,,,
,,,,,99.224.216.37,,,
,,,,,162.156.210.133,,,
,,,,,67.68.140.231,,,
,,,,,24.233.96.93,,,
,,,,,74.58.233.159,,,
,,,,,72.230.244.58,,,
,,,,,66.252.36.98,,,
,,,,,74.210.173.91,,,
,,,,,70.24.224.107,,,
,,,,,184.160.111.103,,,
,,,,,66.67.92.54,,,
,,,,,65.93.200.243,,,
,,,,,205.237.43.199,,,
38.0,NA,,0,38.121.244.150,38.121.244.150,-97.0,,US
60.0,NA,,0,108.174.31.130,108.174.31.130,-95.0,,CA
,,,,,96.23.227.143,,,
60.0,NA,,0,70.49.146.230,70.49.146.230,-95.0,,CA
,,,,,99.224.56.112,,,
,,,,,173.246.13.30,,,
,,,,,24.93.142.123,,,
,,,,,5.166.231.35,,,
,,,,,66.252.36.98,,,
43.644100189208984,NA,Toronto,0,63.142.161.7,63.142.161.7,-79.38009643554688,ON,CA
,,,,,50.48.145.230,,,
,,,,,76.64.171.120,,,
,,,,,72.230.244.58,,,
,,,,,99.236.142.219,,,
,,,,,47.55.49.88,,,
,,,,,173.177.6.4,,,
,,,,,99.226.186.242,,,
,,,,,173.177.6.4,,,
,,,,,184.70.234.42,,,
,,,,,216.252.90.190,,,
,,,,,24.200.160.35,,,
,,,,,173.177.6.4,,,
,,,,,166.62.201.128,,,
,,,,,184.147.187.190,,,
,,,,,71.7.234.188,,,
,,,,,76.69.155.215,,,
43.669898986816406,NA,Toronto,0,69.158.87.205,69.158.87.205,-79.38870239257812,ON,CA
,,,,,70.80.119.48,,,
,,,,,173.178.141.218,,,
,,,,,71.181.12.2,,,
,,,,,174.89.99.119,,,
,,,,,192.0.137.47,,,
,,,,,71.181.12.2,,,
,,,,,24.122.131.114,,,
,,,,,71.181.12.2,,,
43.669898986816406,NA,Toronto,0,69.158.87.205,69.158.87.205,-79.38870239257812,ON,CA
38.0,NA,,0,50.48.215.26,50.48.215.26,-97.0,,US
,,,,,137.63.71.138,,,
,,,,,24.122.131.114,,,
45.5,NA,Montr�al,0,132.205.236.68,132.205.236.68,-73.58329772949219,QC,CA
,,,,,174.116.247.72,,,
,,,,,135.19.227.147,,,
,,,,,184.148.122.122,,,
,,,,,173.176.113.27,,,
,,,,,173.179.99.42,,,
,,,,,70.31.167.176,,,
,,,,,74.58.217.58,,,
,,,,,24.138.171.16,,,
,,,,,74.58.217.58,,,
,,,,,24.142.20.172,,,
,,,,,173.179.207.252,,,
,,,,,76.64.171.120,,,
,,,,,47.54.37.38,,,
,,,,,99.235.15.79,,,
45.83729934692383,NA,Saint-sauveur,0,69.156.11.59,69.156.11.59,-74.13870239257812,QC,CA
,,,,,76.10.167.101,,,
,,,,,70.53.171.187,,,
,,,,,184.145.48.144,,,
,,,,,99.247.41.164,,,
,,,,,99.227.228.36,,,
,,,,,191.240.233.181,,,
,,,,,24.61.232.9,,,
,,,,,184.148.12.19,,,
,,,,,184.145.48.144,,,
,,,,,184.145.48.144,,,
,,,,,66.181.118.146,,,
,,,,,76.64.89.177,,,
,,,,,96.20.199.197,,,
,,,,,74.210.173.91,,,
,,,,,70.55.187.213,,,
,,,,,24.61.232.9,,,
60.0,NA,,0,104.160.194.224,104.160.194.224,-95.0,,CA
,,,,,184.160.150.51,,,
,,,,,24.89.254.230,,,
,,,,,174.116.179.119,,,
,,,,,96.20.199.197,,,
,,,,,67.71.167.86,,,
,,,,,66.181.118.146,,,
,,,,,74.57.244.192,,,
,,,,,24.61.232.9,,,
,,,,,24.224.221.228,,,
,,,,,70.29.116.47,,,
,,,,,99.237.60.91,,,
,,,,,24.61.232.9,,,
,,,,,99.227.228.36,,,
,,,,,24.61.232.9,,,
,,,,,99.228.92.67,,,
,,,,,99.228.92.67,,,
,,,,,66.181.118.146,,,
,,,,,173.178.43.91,,,
46.923301696777344,NA,Saint-jean,0,64.229.91.173,64.229.91.173,-70.89679718017578,QC,CA
,,,,,74.210.173.91,,,
,,,,,24.224.221.228,,,
,,,,,72.11.191.108,,,
,,,,,70.24.104.131,,,
,,,,,24.201.175.170,,,
,,,,,74.15.71.119,,,
,,,,,184.175.55.253,,,
,,,,,66.185.220.30,,,
,,,,,74.58.218.38,,,
,,,,,76.75.88.219,,,
46.88859939575195,NA,Qu�bec,0,65.94.17.129,65.94.17.129,-71.22119903564453,QC,CA
,,,,,64.9.225.99,,,
,,,,,179.208.93.5,,,
,,,,,99.250.121.14,,,
,,,,,76.68.117.246,,,
,,,,,99.229.216.56,,,
43.644100189208984,NA,Toronto,0,63.142.161.3,63.142.161.3,-79.38009643554688,ON,CA
,,,,,66.130.141.35,,,
,,,,,70.54.66.220,,,
45.23080062866211,NA,Saint John,0,142.177.130.167,142.177.130.167,-66.09529876708984,NB,CA
,,,,,64.9.225.99,,,
,,,,,108.185.189.41,,,
,,,,,173.206.41.60,,,
,,,,,67.68.249.24,,,
46.78670120239258,NA,Qu�bec,0,204.101.101.148,204.101.101.148,-71.24359893798828,QC,CA
,,,,,173.206.41.60,,,
,,,,,173.206.41.60,,,
43.644100189208984,NA,Toronto,0,63.142.161.3,63.142.161.3,-79.38009643554688,ON,CA
51.12089920043945,EU,Rossosh,0,5.187.78.29,5.187.78.29,38.511600494384766,86,RU
,,,,,174.94.79.35,,,
,,,,,128.151.150.25,,,
,,,,,96.22.163.26,,,
,,,,,24.114.73.78,,,
,,,,,208.114.154.205,,,
,,,,,173.179.99.105,,,
,,,,,99.229.211.123,,,
,,,,,72.65.127.248,,,
,,,,,205.211.52.162,,,
,,,,,74.57.202.18,,,
,,,,,173.206.227.28,,,
,,,,,208.114.154.205,,,
,,,,,208.114.154.205,,,
,,,,,99.234.125.189,,,
,,,,,99.234.125.189,,,
,,,,,174.89.186.147,,,
,,,,,142.217.19.200,,,
,,,,,181.140.137.228,,,
,,,,,206.248.191.53,,,
,,,,,209.141.128.237,,,
,,,,,99.234.125.189,,,
,,,,,184.75.221.210,,,
,,,,,69.54.5.177,,,
,,,,,74.12.86.31,,,
,,,,,67.242.41.27,,,
,,,,,76.64.171.120,,,
,,,,,156.34.16.189,,,
,,,,,70.50.127.239,,,
,,,,,74.69.203.93,,,
,,,,,179.210.230.65,,,
,,,,,24.122.59.59,,,
,,,,,67.193.158.45,,,
,,,,,74.75.48.10,,,
,,,,,76.64.171.120,,,
,,,,,173.178.110.115,,,
,,,,,99.239.228.233,,,
,,,,,24.226.204.35,,,
,,,,,74.75.48.10,,,
,,,,,47.59.40.220,,,
,,,,,105.236.152.66,,,
,,,,,24.201.138.6,,,
,,,,,67.223.130.252,,,
43.65190124511719,NA,Toronto,0,199.19.95.183,199.19.95.183,-79.38739776611328,ON,CA
,,,,,74.65.27.9,,,
,,,,,74.65.27.9,,,
,,,,,74.65.27.9,,,
,,,,,74.65.27.9,,,
,,,,,184.160.232.123,,,
,,,,,74.65.27.9,,,
28.0,AF,,0,105.101.187.41,105.101.187.41,3.0,,DZ
,,,,,74.65.27.9,,,
,,,,,24.201.138.139,,,
,,,,,24.201.138.139,,,
,,,,,74.65.27.9,,,
,,,,,142.134.155.163,,,
,,,,,70.81.10.17,,,
,,,,,76.64.171.120,,,
,,,,,50.101.225.95,,,
,,,,,184.160.46.14,,,
,,,,,99.192.94.131,,,
,,,,,103.12.134.254,,,
,,,,,69.207.73.77,,,
,,,,,67.71.39.60,,,
,,,,,70.26.226.148,,,
,,,,,99.238.40.254,,,
43.644100189208984,NA,Toronto,0,184.75.208.130,184.75.208.130,-79.38009643554688,ON,CA
,,,,,99.231.55.96,,,
,,,,,194.177.235.221,,,
43.644100189208984,NA,Toronto,0,184.75.208.122,184.75.208.122,-79.38009643554688,ON,CA
,,,,,199.19.95.191,,,
,,,,,99.230.249.75,,,
,,,,,67.71.167.86,,,
,,,,,99.234.154.231,,,
,,,,,67.251.6.222,,,
,,,,,70.53.145.100,,,
,,,,,194.177.235.221,,,
43.644100189208984,NA,Toronto,0,184.75.208.122,184.75.208.122,-79.38009643554688,ON,CA
,,,,,24.233.96.93,,,
,,,,,99.234.154.231,,,
,,,,,99.241.206.81,,,
,,,,,198.84.249.70,,,
,,,,,69.51.206.54,,,
60.0,NA,,0,64.229.153.9,64.229.153.9,-95.0,,CA
,,,,,99.231.157.100,,,
,,,,,50.101.167.210,,,
43.644100189208984,NA,Toronto,0,63.142.161.25,63.142.161.25,-79.38009643554688,ON,CA
43.644100189208984,NA,Toronto,0,63.142.161.25,63.142.161.25,-79.38009643554688,ON,CA
,,,,,97.107.220.66,,,
,,,,,8.24.3.122,,,
,,,,,5.165.10.234,,,
,,,,,70.27.249.183,,,
43.52920150756836,NA,Idaho Falls,758,159.118.160.91,159.118.160.91,-112.27330017089844,ID,US
,,,,,96.23.213.9,,,
,,,,,24.89.245.101,,,
,,,,,96.127.212.26,,,
,,,,,67.71.135.48,,,
,,,,,192.226.172.228,,,
,,,,,72.224.227.16,,,
,,,,,99.227.138.87,,,
,,,,,173.206.102.77,,,
,,,,,67.71.135.48,,,
,,,,,174.92.208.19,,,
,,,,,70.36.13.62,,,
,,,,,184.75.221.26,,,
,,,,,5.167.189.80,,,
,,,,,5.167.189.80,,,
,,,,,76.64.171.120,,,
,,,,,76.64.171.120,,,
,,,,,142.68.214.30,,,
44.7672004699707,NA,Penetanguishene,0,142.46.150.86,142.46.150.86,-79.9384994506836,ON,CA
,,,,,99.253.72.225,,,
,,,,,70.83.253.15,,,
,,,,,173.33.182.101,,,
,,,,,24.204.213.40,,,
,,,,,174.92.178.120,,,
,,,,,67.255.217.196,,,
,,,,,70.83.253.15,,,
,,,,,50.100.231.139,,,
,,,,,64.231.172.73,,,
,,,,,174.112.223.188,,,
,,,,,24.25.188.38,,,
,,,,,66.130.49.122,,,
,,,,,24.200.218.119,,,
,,,,,76.64.171.120,,,
,,,,,142.217.90.207,,,
,,,,,65.93.164.102,,,
,,,,,64.231.172.73,,,
45.16669845581055,EU,,0,151.252.250.50,151.252.250.50,15.5,,HR
,,,,,207.245.236.146,,,
,,,,,184.144.198.204,,,
,,,,,207.245.236.146,,,
,,,,,47.63.135.43,,,
,,,,,99.238.28.253,,,
,,,,,184.145.183.233,,,
,,,,,47.55.16.200,,,
,,,,,99.238.40.254,,,
,,,,,173.0.194.137,,,
,,,,,70.81.174.227,,,
43.702301025390625,NA,Brampton,0,67.55.40.37,67.55.40.37,-79.79090118408203,ON,CA
,,,,,74.12.65.20,,,
,,,,,156.34.180.116,,,
,,,,,206.180.241.217,,,
,,,,,74.12.65.20,,,
