connection_spec_client_geolocation_latitude,connection_spec_client_geolocation_continent_code,connection_spec_client_geolocation_city,connection_spec_client_geolocation_metro_code,connection_spec_client_ip,web100_log_entry_connection_spec_remote_ip,connection_spec_client_geolocation_longitude,connection_spec_client_geolocation_region,connection_spec_client_geolocation_country_code
,,,,,209.243.8.14,,,
,,,,,98.150.216.87,,,
,,,,,165.234.180.46,,,
,,,,,165.234.180.54,,,
,,,,,165.234.100.69,,,
,,,,,165.234.182.166,,,
,,,,,66.173.92.154,,,
,,,,,5.167.99.84,,,
,,,,,74.95.100.10,,,
,,,,,66.163.146.20,,,
,,,,,66.163.146.20,,,
,,,,,74.95.100.10,,,
,,,,,174.135.116.14,,,
23.11669921875,AS,Guangzhou,0,119.130.96.254,119.130.96.254,113.25,30,CN
,,,,,71.92.80.185,,,
,,,,,174.135.116.14,,,
,,,,,174.135.116.14,,,
,,,,,24.178.221.28,,,
23.11669921875,AS,Guangzhou,0,119.130.96.254,119.130.96.254,113.25,30,CN
,,,,,174.135.116.14,,,
,,,,,108.215.240.83,,,
,,,,,66.173.92.154,,,
,,,,,24.7.129.142,,,
,,,,,68.69.234.190,,,
,,,,,86.101.222.1,,,
,,,,,68.143.217.26,,,
,,,,,166.170.37.225,,,
,,,,,165.234.180.46,,,
,,,,,173.10.234.43,,,
,,,,,66.215.164.92,,,
60.0,EU,,0,85.26.183.139,85.26.183.139,100.0,,RU
,,,,,50.156.124.75,,,
,,,,,162.201.212.219,,,
,,,,,68.189.98.72,,,
,,,,,71.93.229.228,,,
,,,,,24.10.24.222,,,
,,,,,68.189.98.72,,,
,,,,,99.241.174.165,,,
,,,,,68.189.98.72,,,
,,,,,173.195.141.11,,,
,,,,,68.189.98.72,,,
,,,,,24.23.204.24,,,
,,,,,50.0.136.136,,,
14.263699531555176,AS,Bi�,0,112.198.151.124,112.198.151.124,121.05259704589844,33,PH
,,,,,64.9.225.99,,,
,,,,,202.161.90.234,,,
,,,,,204.195.79.124,,,
,,,,,70.43.86.78,,,
,,,,,173.167.101.60,,,
,,,,,73.15.52.151,,,
,,,,,64.7.85.162,,,
,,,,,70.197.13.134,,,
,,,,,67.187.180.202,,,
,,,,,68.165.2.34,,,
,,,,,24.10.59.40,,,
,,,,,98.234.124.41,,,
,,,,,67.166.141.176,,,
,,,,,73.15.52.151,,,
,,,,,104.32.168.133,,,
,,,,,68.165.2.34,,,
,,,,,80.244.116.42,,,
20.0,AS,,0,103.243.176.106,103.243.176.106,77.0,,IN
38.0,NA,,0,104.169.140.130,104.169.140.130,-97.0,,US
,,,,,122.161.120.137,,,
,,,,,112.208.186.129,,,
,,,,,75.10.114.100,,,
,,,,,177.37.121.152,,,
,,,,,98.173.7.50,,,
,,,,,65.130.111.130,,,
,,,,,71.198.144.230,,,
,,,,,108.214.97.131,,,
,,,,,71.198.144.230,,,
,,,,,71.198.144.230,,,
,,,,,187.53.42.233,,,
-4.5833001136779785,AF,,0,41.86.56.72,41.86.56.72,55.66669845581055,,SC
,,,,,207.231.71.189,,,
,,,,,207.231.71.189,,,
,,,,,98.155.209.181,,,
40.65010070800781,NA,Brooklyn,501,38.98.228.232,38.98.228.232,-73.94960021972656,NY,US
,,,,,130.166.197.136,,,
,,,,,38.98.228.1,,,
,,,,,202.166.221.79,,,
,,,,,24.7.57.119,,,
,,,,,130.166.197.136,,,
,,,,,98.210.127.187,,,
,,,,,210.86.26.92,,,
,,,,,24.6.39.39,,,
,,,,,66.7.249.120,,,
,,,,,97.94.142.54,,,
,,,,,14.200.46.23,,,
,,,,,24.6.126.18,,,
52.349998474121094,EU,Amsterdam,0,195.191.165.5,195.191.165.5,4.9166998863220215,07,NL
,,,,,66.208.210.101,,,
,,,,,99.22.55.61,,,
,,,,,71.237.157.38,,,
62.0,EU,,0,193.235.73.194,193.235.73.194,15.0,,SE
,,,,,71.213.20.33,,,
37.384498596191406,NA,Mountain View,807,66.201.49.218,66.201.49.218,-122.08809661865234,CA,US
,,,,,179.126.122.242,,,
,,,,,64.9.225.99,,,
,,,,,87.117.38.73,,,
,,,,,71.198.149.119,,,
,,,,,50.113.13.132,,,
,,,,,50.131.176.137,,,
,,,,,67.164.6.29,,,
38.7932014465332,NA,Manassas,511,162.210.196.187,162.210.196.187,-77.5365982055664,VA,US
,,,,,122.145.26.64,,,
,,,,,96.251.164.112,,,
,,,,,196.220.66.2,,,
39.05979919433594,NA,Davis,598,74.37.219.14,74.37.219.14,-79.40049743652344,WV,US
,,,,,151.240.77.119,,,
,,,,,209.254.12.113,,,
,,,,,24.10.16.79,,,
,,,,,66.193.79.154,,,
,,,,,24.176.221.242,,,
-34.70249938964844,SA,Lanus,0,179.60.253.5,179.60.253.5,-58.39550018310547,01,AR
,,,,,67.169.71.150,,,
,,,,,64.20.120.248,,,
,,,,,73.2.7.69,,,
,,,,,67.169.71.150,,,
,,,,,63.254.243.146,,,
,,,,,24.10.52.161,,,
,,,,,68.123.5.169,,,
,,,,,23.233.238.196,,,
,,,,,66.8.131.219,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,68.116.5.146,,,
,,,,,67.164.214.193,,,
,,,,,66.91.83.63,,,
,,,,,162.219.176.98,,,
,,,,,68.199.8.109,,,
,,,,,173.51.221.216,,,
,,,,,76.27.2.58,,,
,,,,,66.214.111.130,,,
,,,,,73.189.68.104,,,
,,,,,82.148.62.9,,,
,,,,,99.27.92.102,,,
,,,,,68.115.208.46,,,
,,,,,67.8.160.170,,,
,,,,,75.148.128.213,,,
,,,,,70.88.25.205,,,
,,,,,67.138.15.158,,,
,,,,,24.7.89.254,,,
,,,,,75.111.245.166,,,
,,,,,74.237.196.58,,,
,,,,,162.200.105.189,,,
,,,,,208.54.38.241,,,
,,,,,179.192.16.247,,,
,,,,,175.157.140.184,,,
,,,,,50.84.105.58,,,
,,,,,24.199.37.35,,,
,,,,,5.204.175.228,,,
,,,,,5.204.175.228,,,
,,,,,75.148.85.169,,,
39.76839828491211,NA,Indianapolis,527,50.59.63.226,50.59.63.226,-86.15799713134766,IN,US
,,,,,108.218.153.85,,,
33.749000549316406,NA,Atlanta,524,204.77.250.26,204.77.250.26,-84.38800048828125,GA,US
,,,,,54.84.32.90,,,
,,,,,46.39.28.11,,,
,,,,,76.244.33.66,,,
,,,,,76.244.33.66,,,
,,,,,108.218.153.85,,,
,,,,,76.190.249.187,,,
,,,,,103.11.49.79,,,
,,,,,153.144.243.59,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,76.244.33.66,,,
,,,,,50.174.63.58,,,
,,,,,73.177.24.128,,,
,,,,,213.140.14.222,,,
,,,,,76.244.33.66,,,
,,,,,76.244.33.66,,,
,,,,,76.244.33.66,,,
,,,,,76.244.33.66,,,
,,,,,76.244.33.66,,,
,,,,,24.4.240.165,,,
,,,,,162.219.179.68,,,
,,,,,139.193.112.123,,,
,,,,,24.23.161.104,,,
,,,,,24.4.240.165,,,
36.64780044555664,NA,Salinas,828,24.6.14.137,24.6.14.137,-121.62590026855469,CA,US
,,,,,166.170.38.135,,,
,,,,,174.26.28.26,,,
,,,,,24.4.240.165,,,
,,,,,107.217.149.199,,,
,,,,,24.4.240.165,,,
,,,,,24.23.56.250,,,
,,,,,76.90.223.5,,,
,,,,,75.139.197.199,,,
,,,,,75.142.251.33,,,
60.0,EU,,0,5.138.184.162,5.138.184.162,100.0,,RU
,,,,,173.166.155.109,,,
20.0,AS,,0,103.226.30.238,103.226.30.238,77.0,,IN
,,,,,37.150.166.67,,,
20.0,AS,,0,103.226.30.238,103.226.30.238,77.0,,IN
,,,,,198.0.201.89,,,
,,,,,198.128.201.92,,,
,,,,,216.149.190.131,,,
,,,,,50.195.167.33,,,
,,,,,12.172.184.156,,,
,,,,,74.43.116.118,,,
60.0,NA,,0,184.69.200.38,184.69.200.38,-95.0,,CA
,,,,,71.246.211.58,,,
,,,,,98.234.173.20,,,
,,,,,97.94.213.194,,,
,,,,,66.64.184.194,,,
,,,,,107.214.94.194,,,
20.0,AS,,0,103.226.30.238,103.226.30.238,77.0,,IN
,,,,,24.130.175.184,,,
,,,,,99.178.130.14,,,
,,,,,68.115.63.86,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,71.193.30.177,,,
,,,,,50.202.65.178,,,
,,,,,76.102.198.157,,,
,,,,,98.208.3.27,,,
47.61029815673828,NA,Seattle,819,67.139.104.18,67.139.104.18,-122.33409881591797,WA,US
,,,,,99.95.252.37,,,
,,,,,99.95.252.37,,,
56.395198822021484,EU,Alexandrov,0,176.125.203.167,176.125.203.167,38.71220016479492,83,RU
,,,,,67.164.126.104,,,
,,,,,36.231.166.236,,,
,,,,,139.0.164.238,,,
,,,,,76.20.46.9,,,
,,,,,75.142.251.33,,,
,,,,,68.189.74.194,,,
,,,,,98.148.88.231,,,
,,,,,69.181.106.85,,,
38.581600189208984,NA,Sacramento,862,50.143.225.13,50.143.225.13,-121.49440002441406,CA,US
,,,,,50.131.50.90,,,
,,,,,71.199.60.112,,,
5.411200046539307,AS,Penang,0,175.145.54.190,175.145.54.190,100.33540344238281,09,MY
,,,,,75.141.250.141,,,
,,,,,98.148.88.231,,,
,,,,,71.138.140.214,,,
,,,,,173.209.211.195,,,
,,,,,67.188.210.253,,,
,,,,,36.39.229.18,,,
,,,,,71.199.60.112,,,
,,,,,98.252.85.158,,,
,,,,,79.24.212.171,,,
,,,,,72.89.180.38,,,
,,,,,108.212.222.9,,,
4.649199962615967,SA,Bogot�,0,161.10.119.40,161.10.119.40,-74.06279754638672,34,CO
,,,,,24.4.242.231,,,
,,,,,104.35.148.139,,,
,,,,,75.177.59.224,,,
,,,,,99.0.12.225,,,
,,,,,69.110.66.17,,,
,,,,,24.73.75.6,,,
,,,,,156.39.127.199,,,
,,,,,66.166.21.130,,,
,,,,,67.180.33.33,,,
,,,,,68.108.34.214,,,
,,,,,58.169.103.69,,,
,,,,,50.8.134.71,,,
,,,,,184.40.93.117,,,
,,,,,66.166.21.130,,,
,,,,,75.95.206.49,,,
,,,,,71.202.72.170,,,
,,,,,71.202.72.170,,,
,,,,,59.100.89.189,,,
,,,,,72.193.246.182,,,
,,,,,93.188.84.2,,,
48.48270034790039,EU,Khabarovsk,0,62.249.146.26,62.249.146.26,135.08380126953125,30,RU
,,,,,180.216.68.241,,,
48.48270034790039,EU,Khabarovsk,0,62.249.146.26,62.249.146.26,135.08380126953125,30,RU
,,,,,24.25.255.112,,,
,,,,,87.36.27.131,,,
,,,,,189.100.53.201,,,
,,,,,70.43.163.78,,,
,,,,,184.23.0.46,,,
,,,,,79.178.177.28,,,
,,,,,79.178.177.28,,,
38.0,NA,,0,73.170.117.41,73.170.117.41,-97.0,,US
,,,,,67.169.151.183,,,
,,,,,73.41.92.80,,,
,,,,,217.37.179.209,,,
,,,,,173.166.143.77,,,
,,,,,60.248.184.139,,,
0.0,--,,0,46.16.33.179,46.16.33.179,0.0,,A1
,,,,,50.195.103.93,,,
,,,,,108.166.155.98,,,
,,,,,76.160.131.66,,,
,,,,,98.255.28.95,,,
,,,,,98.255.150.243,,,
37.56999969482422,AS,,0,175.214.126.64,175.214.126.64,126.9800033569336,,KR
,,,,,66.233.133.235,,,
,,,,,108.84.237.59,,,
,,,,,73.41.216.207,,,
,,,,,12.204.72.51,,,
,,,,,67.161.23.191,,,
,,,,,96.10.190.26,,,
,,,,,50.168.56.17,,,
,,,,,208.74.107.15,,,
,,,,,208.74.107.15,,,
,,,,,99.49.192.217,,,
,,,,,108.27.36.186,,,
,,,,,66.87.135.176,,,
,,,,,67.63.79.106,,,
,,,,,70.60.127.158,,,
,,,,,108.207.92.53,,,
,,,,,98.100.69.58,,,
,,,,,177.47.134.186,,,
,,,,,66.233.201.43,,,
,,,,,174.62.126.3,,,
,,,,,174.62.126.3,,,
,,,,,72.130.195.75,,,
,,,,,70.43.163.78,,,
,,,,,216.240.165.252,,,
,,,,,112.207.135.144,,,
,,,,,71.35.171.168,,,
,,,,,174.62.126.3,,,
,,,,,174.62.126.3,,,
,,,,,162.219.179.71,,,
13.0,AS,,0,203.111.224.44,203.111.224.44,122.0,,PH
,,,,,184.183.30.74,,,
,,,,,67.159.157.83,,,
,,,,,58.178.236.175,,,
,,,,,24.23.13.120,,,
,,,,,68.6.128.195,,,
,,,,,24.237.158.12,,,
,,,,,103.224.130.17,,,
37.372100830078125,NA,San Jose,807,205.164.4.171,205.164.4.171,-121.86430358886719,CA,US
,,,,,184.75.221.186,,,
37.5984992980957,AS,Seoul,0,182.213.123.93,182.213.123.93,126.97830200195312,11,KR
,,,,,69.27.141.223,,,
,,,,,198.245.99.2,,,
,,,,,69.178.223.132,,,
,,,,,209.243.25.164,,,
,,,,,106.51.132.122,,,
,,,,,50.193.238.141,,,
,,,,,165.234.182.71,,,
,,,,,72.223.89.37,,,
,,,,,50.248.124.114,,,
,,,,,66.163.146.20,,,
,,,,,68.115.250.178,,,
,,,,,173.228.7.235,,,
,,,,,66.173.31.211,,,
,,,,,107.1.141.74,,,
37.774898529052734,NA,San Francisco,807,64.41.186.182,64.41.186.182,-122.41940307617188,CA,US
,,,,,75.149.145.162,,,
,,,,,173.228.7.235,,,
,,,,,76.9.78.75,,,
,,,,,173.228.7.235,,,
,,,,,24.111.72.122,,,
,,,,,209.183.8.210,,,
,,,,,165.234.180.46,,,
,,,,,108.194.196.52,,,
,,,,,165.234.180.54,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,209.243.8.14,,,
,,,,,69.178.223.132,,,
,,,,,74.95.100.10,,,
,,,,,99.244.107.99,,,
,,,,,68.69.234.190,,,
,,,,,69.80.252.230,,,
37.41780090332031,NA,Stanford,807,128.12.244.9,128.12.244.9,-122.1719970703125,CA,US
,,,,,76.103.235.83,,,
,,,,,165.234.184.59,,,
,,,,,71.143.105.2,,,
14.847700119018555,AS,Roosevelt,0,103.14.60.96,103.14.60.96,120.35900115966797,07,PH
-11.383299827575684,SA,Tomar Do Geru,0,177.72.182.2,177.72.182.2,-37.849998474121094,28,BR
,,,,,165.234.182.71,,,
,,,,,24.4.98.255,,,
,,,,,209.243.25.164,,,
,,,,,66.8.142.24,,,
,,,,,74.95.100.10,,,
-10.0,SA,,0,190.236.67.45,190.236.67.45,-76.0,,PE
,,,,,66.173.92.154,,,
,,,,,173.51.221.216,,,
,,,,,71.204.162.63,,,
,,,,,66.163.146.20,,,
,,,,,73.41.240.149,,,
,,,,,71.89.227.126,,,
14.600000381469727,AS,San Juan,0,112.198.77.116,112.198.77.116,121.0333023071289,D9,PH
,,,,,98.155.227.36,,,
,,,,,75.140.105.249,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,75.140.105.249,,,
,,,,,98.119.43.73,,,
,,,,,75.140.105.249,,,
,,,,,99.34.225.158,,,
,,,,,173.138.22.252,,,
,,,,,71.175.99.100,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,67.161.66.199,,,
,,,,,124.120.56.151,,,
,,,,,108.252.157.17,,,
,,,,,137.63.73.30,,,
20.0,AS,,0,116.202.29.191,116.202.29.191,77.0,,IN
,,,,,137.63.72.66,,,
,,,,,36.80.37.164,,,
,,,,,162.253.128.50,,,
,,,,,97.84.70.130,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,98.210.119.124,,,
,,,,,24.181.229.107,,,
,,,,,24.4.127.42,,,
,,,,,67.166.137.140,,,
,,,,,71.202.62.130,,,
,,,,,184.74.6.82,,,
,,,,,174.135.116.14,,,
,,,,,98.210.119.124,,,
,,,,,97.84.70.130,,,
,,,,,162.253.131.250,,,
,,,,,71.92.83.81,,,
,,,,,72.170.231.130,,,
,,,,,108.53.11.246,,,
,,,,,75.142.60.139,,,
,,,,,191.98.27.19,,,
,,,,,105.237.91.5,,,
,,,,,108.0.49.238,,,
,,,,,71.92.80.185,,,
,,,,,115.64.84.47,,,
,,,,,50.161.201.110,,,
,,,,,72.234.150.79,,,
,,,,,50.205.48.242,,,
,,,,,50.0.43.236,,,
,,,,,98.207.210.163,,,
,,,,,172.5.121.108,,,
,,,,,64.9.225.99,,,
,,,,,24.43.238.130,,,
49.0,EU,,0,91.242.52.22,91.242.52.22,32.0,,UA
,,,,,99.6.82.185,,,
,,,,,212.22.60.23,,,
14.600000381469727,AS,San Juan,0,112.198.77.108,112.198.77.108,121.0333023071289,D9,PH
,,,,,108.77.141.22,,,
,,,,,184.75.213.154,,,
,,,,,66.91.83.63,,,
,,,,,70.90.240.241,,,
,,,,,68.188.45.138,,,
,,,,,74.223.149.2,,,
60.0,EU,,0,94.158.121.137,94.158.121.137,100.0,,RU
,,,,,50.131.251.36,,,
,,,,,60.237.50.116,,,
,,,,,71.94.48.175,,,
,,,,,75.142.251.33,,,
,,,,,67.180.238.80,,,
,,,,,74.94.234.109,,,
,,,,,73.41.4.84,,,
,,,,,124.169.39.67,,,
,,,,,73.41.4.84,,,
,,,,,207.224.163.10,,,
,,,,,72.29.230.194,,,
,,,,,75.142.251.33,,,
,,,,,67.180.238.80,,,
,,,,,98.244.12.102,,,
,,,,,67.180.238.80,,,
,,,,,71.34.74.214,,,
,,,,,50.199.175.177,,,
,,,,,50.75.115.206,,,
,,,,,24.4.145.161,,,
,,,,,75.142.248.117,,,
,,,,,108.88.70.62,,,
,,,,,66.91.83.63,,,
,,,,,74.218.230.98,,,
,,,,,5.153.130.2,,,
,,,,,108.226.20.86,,,
,,,,,72.34.128.248,,,
,,,,,64.9.225.99,,,
,,,,,64.9.225.99,,,
,,,,,96.38.178.111,,,
,,,,,75.14.219.48,,,
,,,,,76.232.181.159,,,
,,,,,76.232.181.159,,,
,,,,,70.167.204.106,,,
,,,,,96.38.178.111,,,
33.44839859008789,NA,Phoenix,753,38.122.88.26,38.122.88.26,-112.0739974975586,AZ,US
,,,,,96.38.178.111,,,
,,,,,66.172.234.193,,,
37.97529983520508,NA,Stockton,862,12.157.107.220,12.157.107.220,-121.32440185546875,CA,US
,,,,,162.237.207.7,,,
,,,,,98.244.58.253,,,
,,,,,98.252.70.43,,,
,,,,,99.90.61.197,,,
,,,,,99.90.61.197,,,
,,,,,99.90.61.197,,,
,,,,,186.53.199.215,,,
,,,,,98.252.70.43,,,
,,,,,212.96.65.94,,,
,,,,,72.235.78.253,,,
,,,,,71.146.1.78,,,
,,,,,108.202.210.53,,,
,,,,,24.130.47.83,,,
,,,,,75.183.32.33,,,
,,,,,70.43.163.78,,,
,,,,,67.212.197.170,,,
,,,,,71.43.237.138,,,
,,,,,72.78.248.66,,,
,,,,,204.14.159.240,,,
,,,,,76.127.119.119,,,
,,,,,75.149.12.68,,,
,,,,,178.164.155.242,,,
30.01099967956543,AS,Shaoxing,0,115.239.182.34,115.239.182.34,120.57150268554688,02,CN
,,,,,69.15.187.86,,,
,,,,,67.181.27.240,,,
,,,,,67.181.27.240,,,
,,,,,174.23.179.86,,,
,,,,,67.181.27.240,,,
,,,,,24.121.241.142,,,
,,,,,96.41.62.218,,,
,,,,,67.181.27.240,,,
,,,,,67.181.27.240,,,
,,,,,67.181.27.240,,,
,,,,,67.181.27.240,,,
,,,,,174.23.179.86,,,
,,,,,67.181.27.240,,,
,,,,,67.181.27.240,,,
,,,,,67.181.27.240,,,
,,,,,146.200.131.119,,,
,,,,,166.170.43.238,,,
,,,,,63.192.100.95,,,
,,,,,67.158.23.66,,,
,,,,,71.195.117.82,,,
,,,,,98.238.199.83,,,
,,,,,71.195.117.82,,,
,,,,,76.126.126.220,,,
,,,,,162.253.128.179,,,
24.65369987487793,AS,Riyadh,0,87.109.14.208,87.109.14.208,46.7151985168457,10,SA
,,,,,75.37.11.208,,,
,,,,,146.200.46.179,,,
,,,,,75.37.11.208,,,
,,,,,75.37.11.208,,,
,,,,,180.216.59.41,,,
,,,,,98.224.18.8,,,
,,,,,96.250.17.17,,,
,,,,,98.207.243.204,,,
,,,,,98.192.162.75,,,
,,,,,184.75.213.90,,,
,,,,,69.62.130.166,,,
,,,,,70.43.163.78,,,
,,,,,108.47.138.226,,,
,,,,,70.173.198.144,,,
,,,,,95.28.179.194,,,
,,,,,50.150.107.30,,,
,,,,,108.233.20.171,,,
37.86579895019531,NA,Berkeley,807,71.198.254.230,71.198.254.230,-122.2750015258789,CA,US
,,,,,108.33.23.250,,,
,,,,,76.220.72.71,,,
,,,,,69.181.19.151,,,
,,,,,107.214.144.127,,,
,,,,,174.23.189.212,,,
,,,,,174.23.189.212,,,
,,,,,96.44.146.2,,,
,,,,,173.9.51.201,,,
,,,,,72.45.129.251,,,
,,,,,166.171.249.210,,,
,,,,,69.137.187.192,,,
,,,,,64.9.225.99,,,
,,,,,50.192.119.129,,,
,,,,,93.117.52.119,,,
,,,,,108.53.11.246,,,
,,,,,108.180.21.77,,,
,,,,,75.157.58.32,,,
,,,,,205.155.141.7,,,
,,,,,205.155.141.7,,,
,,,,,72.223.89.37,,,
,,,,,108.67.156.169,,,
,,,,,72.93.206.169,,,
,,,,,64.9.225.99,,,
,,,,,67.164.43.94,,,
,,,,,65.184.148.53,,,
,,,,,137.63.71.206,,,
53.18349838256836,EU,Samara,0,85.26.232.84,85.26.232.84,50.11819839477539,65,RU
47.50210189819336,NA,Saint-quentin,0,74.120.223.157,74.120.223.157,-67.38970184326172,NB,CA
,,,,,73.189.142.131,,,
,,,,,68.113.62.66,,,
36.74639892578125,NA,Fresno,866,129.8.28.24,129.8.28.24,-119.63970184326172,CA,US
,,,,,115.86.254.34,,,
,,,,,162.197.176.26,,,
,,,,,66.173.31.211,,,
,,,,,98.208.54.157,,,
,,,,,98.208.54.157,,,
,,,,,104.180.244.144,,,
,,,,,71.41.234.154,,,
,,,,,209.243.8.14,,,
,,,,,67.160.205.141,,,
,,,,,208.64.169.233,,,
,,,,,98.238.211.122,,,
,,,,,165.234.180.46,,,
,,,,,71.222.55.123,,,
,,,,,69.178.223.132,,,
,,,,,165.234.180.54,,,
,,,,,75.149.145.162,,,
,,,,,24.111.72.122,,,
,,,,,74.95.100.10,,,
,,,,,64.60.13.215,,,
,,,,,107.200.47.50,,,
,,,,,66.163.146.20,,,
,,,,,209.253.132.114,,,
,,,,,186.216.191.23,,,
,,,,,173.209.212.209,,,
,,,,,107.200.47.50,,,
,,,,,74.95.100.10,,,
,,,,,98.172.81.253,,,
,,,,,76.105.16.191,,,
,,,,,162.253.129.186,,,
,,,,,66.173.92.154,,,
,,,,,24.24.167.189,,,
,,,,,27.253.12.34,,,
23.723100662231445,AS,Dhaka,0,103.15.141.130,103.15.141.130,90.40859985351562,81,BD
,,,,,27.253.12.34,,,
,,,,,162.219.179.86,,,
56.441200256347656,EU,Sysert,0,5.141.91.148,5.141.91.148,60.31560134887695,71,RU
,,,,,212.88.100.74,,,
,,,,,67.166.137.140,,,
45.38840103149414,NA,Gladstone,820,50.141.103.7,50.141.103.7,-122.59449768066406,OR,US
,,,,,67.182.60.179,,,
45.38840103149414,NA,Gladstone,820,50.141.103.7,50.141.103.7,-122.59449768066406,OR,US
,,,,,184.75.213.106,,,
,,,,,176.213.9.199,,,
45.38840103149414,NA,Gladstone,820,50.141.103.7,50.141.103.7,-122.59449768066406,OR,US
45.38840103149414,NA,Gladstone,820,50.141.103.7,50.141.103.7,-122.59449768066406,OR,US
,,,,,208.118.80.7,,,
,,,,,74.51.151.135,,,
,,,,,96.41.62.218,,,
,,,,,104.174.119.248,,,
,,,,,79.181.172.161,,,
37.56999969482422,AS,,0,122.35.234.214,122.35.234.214,126.9800033569336,,KR
,,,,,110.148.186.100,,,
,,,,,110.148.186.100,,,
35.34709930419922,NA,San Luis Obispo,855,207.62.170.218,207.62.170.218,-120.4552993774414,CA,US
,,,,,203.249.64.165,,,
,,,,,50.174.24.252,,,
,,,,,23.120.32.152,,,
,,,,,50.174.65.22,,,
,,,,,76.90.226.64,,,
,,,,,203.249.64.165,,,
,,,,,23.120.32.152,,,
,,,,,64.7.85.162,,,
,,,,,50.174.65.22,,,
,,,,,76.90.226.64,,,
,,,,,23.120.32.152,,,
,,,,,64.7.85.162,,,
,,,,,67.166.151.2,,,
45.00230026245117,NA,Minneapolis,613,64.244.56.2,64.244.56.2,-93.24079895019531,MN,US
,,,,,68.14.209.18,,,
,,,,,71.9.102.35,,,
,,,,,108.58.184.178,,,
,,,,,207.28.255.36,,,
,,,,,174.52.246.112,,,
38.0,NA,,0,173.209.212.222,173.209.212.243,-97.0,,US
,,,,,50.242.255.65,,,
,,,,,71.41.237.130,,,
,,,,,173.66.73.89,,,
,,,,,173.183.219.15,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,71.198.144.230,,,
33.745601654052734,NA,Santa Ana,803,172.56.17.94,172.56.17.94,-117.8677978515625,CA,US
14.550100326538086,AS,Makati,0,180.190.13.16,180.190.13.16,121.03600311279297,D9,PH
,,,,,50.251.72.201,,,
,,,,,173.13.97.105,,,
,,,,,50.168.233.149,,,
,,,,,184.167.218.229,,,
,,,,,184.167.218.229,,,
,,,,,98.176.30.200,,,
,,,,,99.108.138.135,,,
,,,,,184.167.218.229,,,
,,,,,70.181.85.123,,,
,,,,,71.92.115.62,,,
,,,,,189.223.171.92,,,
,,,,,71.92.115.62,,,
,,,,,99.43.14.141,,,
40.02899932861328,NA,Columbus,535,66.145.141.2,66.145.141.2,-83.08090209960938,OH,US
,,,,,67.187.212.132,,,
,,,,,23.31.88.70,,,
-10.0,SA,,0,191.52.240.46,191.52.240.46,-55.0,,BR
,,,,,99.43.14.141,,,
,,,,,77.102.152.14,,,
,,,,,67.182.21.237,,,
37.35369873046875,NA,Sunnyvale,807,24.130.13.149,24.130.13.149,-122.03070068359375,CA,US
,,,,,97.94.142.54,,,
,,,,,71.92.115.62,,,
,,,,,24.5.193.110,,,
,,,,,24.6.166.96,,,
,,,,,172.248.197.61,,,
13.362199783325195,AS,,0,110.78.149.41,110.78.149.41,100.9834976196289,46,TH
,,,,,172.248.197.61,,,
,,,,,92.46.10.201,,,
38.08000183105469,AS,Tabriz,0,109.225.138.118,109.225.138.118,46.291900634765625,33,IR
,,,,,24.130.112.216,,,
,,,,,75.54.216.237,,,
38.41659927368164,NA,Vacaville,862,38.102.47.186,38.102.47.186,-122.01010131835938,CA,US
,,,,,181.26.176.50,,,
,,,,,96.25.109.16,,,
,,,,,184.75.215.162,,,
,,,,,97.87.25.194,,,
,,,,,50.249.117.145,,,
33.420101165771484,NA,Birmingham,630,97.65.11.165,97.65.11.165,-86.78669738769531,AL,US
,,,,,100.39.21.202,,,
,,,,,71.198.144.230,,,
,,,,,98.207.216.139,,,
,,,,,76.102.236.217,,,
,,,,,70.199.144.171,,,
25.603200912475586,NA,Miami,528,70.158.18.2,70.158.18.2,-80.33470153808594,FL,US
38.581600189208984,NA,Sacramento,862,50.143.227.19,50.143.227.19,-121.49440002441406,CA,US
,,,,,24.205.209.132,,,
,,,,,98.234.149.157,,,
,,,,,98.207.86.250,,,
,,,,,70.162.126.30,,,
,,,,,191.250.186.251,,,
,,,,,172.8.95.69,,,
25.0,AS,,0,37.240.80.103,37.240.80.103,45.0,,SA
,,,,,201.239.88.152,,,
37.5984992980957,AS,Seoul,0,1.229.65.81,1.229.65.81,126.97830200195312,11,KR
,,,,,24.207.107.87,,,
,,,,,176.121.207.234,,,
,,,,,98.167.236.161,,,
,,,,,24.130.159.133,,,
,,,,,66.91.212.55,,,
,,,,,108.69.208.20,,,
,,,,,98.118.92.203,,,
